gb|13384-14226	MB-RF037|MB-RF093|MB-RF099
gb|BAO37256.1|ARO:3001994|CTX-M-137	MB-RF034|MB-RF048
gb|BAO79432.1|ARO:3000785|cmeC	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|BAO79439.1|ARO:3002362|NDM-12	MB-RF035|MB-RF090|MB-RF123
gb|BAP28835.1|ARO:3003116|OXA-420	MB-RF037|MB-RF093|MB-RF099
gb|BAP34782.1|ARO:3002008|CTX-M-151	MB-RF034
gb|BAP68758.1|ARO:3001855|ACT-35	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|BAP75641.1|ARO:3002353|GES-24	MB-RF034|MB-RF059
gb|BAQ02518.1|ARO:3003182|NDM-13	MB-RF035|MB-RF090|MB-RF123
gb|BAQ22025.1|ARO:3003200|AAC(6')-Ian	MB-RF011|MB-RF004
gb|BAQ22139.1|ARO:3003204|TLA-3	MB-RF034|MB-RF159
gb|BAQ55594.1|ARO:3003600|OXA-444	MB-RF037|MB-RF093
gb|BAQ56016.1|ARO:3003659|IMP-51	MB-RF035|MB-RF063|MB-RF123
gb|BAR45714.1|ARO:3003610|OXA-454	MB-RF037|MB-RF093|MB-RF094
gb|BAR80870.1|ARO:3004823|IMP-52	MB-RF035|MB-RF063|MB-RF123
gb|BAX00166.1|ARO:3004798|FRI-2	MB-RF034
gb|BBB21811.1|ARO:3004689|MCR-1.12	MB-RF076|MB-RF077
gb|CAA03986.1|ARO:3000343|tap	MB-RF086|MB-RF142|MB-RF145
gb|CAA06311.1|ARO:3001869|CTX-M-6	MB-RF034|MB-RF048
gb|CAA06312.1|ARO:3001870|CTX-M-7	MB-RF034|MB-RF048
gb|CAA10975.1|ARO:3000194|tetW	MB-RF137|MB-RF139|MB-RF137|MB-RF139|MB-RF142|MB-RF143|MB-RF137|MB-RF142|MB-RF143
gb|CAA11471.1|ARO:3002192|IMP-1	MB-RF035|MB-RF063|MB-RF123
gb|CAA11706.1|ARO:3001303|ErmO	MB-RF055|MB-RF058
gb|CAA23892.1|ARO:3002644|APH(3')-IIa	MB-RF011|MB-RF018|MB-RF020
gb|CAA25854.1|ARO:3002659|APH(6)-Ic	MB-RF011
gb|CAA26199.1|ARO:3004089|ANT(3'')-IIa	MB-RF011|MB-RF012|MB-RF014
gb|CAA26964.1|ARO:3000347|ErmA	MB-RF055|MB-RF056|MB-RF058|MB-RF055|MB-RF056|MB-RF058
gb|CAA27061.1|ARO:3002648|APH(3')-IVa	MB-RF011|MB-RF018|MB-RF020
gb|CAA28198.1|ARO:3002454|LEN-1	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAA29136.1|ARO:3002658|APH(6)-Ib	MB-RF011
gb|CAA29819.1|ARO:3002877|BcI	MB-RF034|MB-RF024|MB-RF035|MB-RF123
gb|CAA30578.1|ARO:3002652|APH(3')-VIa	MB-RF011|MB-RF018|MB-RF020
gb|CAA31895.1|ARO:3002533|AAC(3)-IIa	MB-RF002|MB-RF003|MB-RF011
gb|CAA33795.1|ARO:3003563|RCP-1	MB-RF030|MB-RF034
gb|CAA36304.1|ARO:3000251|msrA	MB-RF006
gb|CAA37052.1|ARO:3002995|ROB-1	MB-RF034
gb|CAA37477.1|ARO:3002891|otr(A)	MB-RF143
gb|CAA37605.1|ARO:3002638|APH(3'')-Ia	MB-RF011|MB-RF018|MB-RF019
gb|CAA37699.1|ARO:3003565|r39	MB-RF034
gb|CAA38429.1|ARO:3000874|TEM-2	MB-RF034|MB-RF127
gb|CAA38525.1|ARO:3002535|AAC(3)-IIc	MB-RF002|MB-RF003|MB-RF011
gb|CAA39038.1|ARO:3002553|AAC(6')-If	MB-RF004|MB-RF011
gb|CAA39164.1|ARO:3001064|SHV-5	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa	MB-RF002|MB-RF003|MB-RF011
gb|CAA40146.1|ARO:3002997|LCR-1	MB-RF037|MB-RF069|MB-RF093|MB-RF037|MB-RF092
gb|CAA40386.1|ARO:3003103|cphA7	MB-RF035|MB-RF124|MB-RF035|MB-RF112|MB-RF124
gb|CAA41038.1|ARO:3000878|TEM-6	MB-RF034|MB-RF127
gb|CAA41211.1|ARO:3001400|OXA-5	MB-RF037|MB-RF093|MB-RF094
gb|CAA42594.1|ARO:3002690|cml	MB-RF086|MB-RF142|MB-RF145
gb|CAA44667.1|ARO:3001305|ErmU	MB-RF055|MB-RF058
gb|CAA45050.1|ARO:3002828|srmB	MB-RF006
gb|CAA45828.1|ARO:3000875|TEM-3	MB-RF034|MB-RF127
gb|CAA46344.1|ARO:3000880|TEM-8	MB-RF034|MB-RF127
gb|CAA46345.1|ARO:3000894|TEM-24	MB-RF034|MB-RF127
gb|CAA46346.1|ARO:3000887|TEM-16	MB-RF034|MB-RF127
gb|CAA52618.1|ARO:3004755|BIL-1	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAA53242.1|ARO:3001402|OXA-7	MB-RF037|MB-RF093|MB-RF094
gb|CAA54602.1|ARO:3002155|FOX-1	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|CAA55007.1|ARO:3001857|LAT-1	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAA56561.1|ARO:3003553|CepS	MB-RF036|MB-RF038|MB-RF039
gb|CAA62365.1|ARO:3002645|APH(3')-IIb	MB-RF011|MB-RF018|MB-RF020
gb|CAA62957.1|ARO:3002013|CMY-2	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAA63262.1|ARO:3001864|CTX-M-1	MB-RF034|MB-RF048
gb|CAA63264.1|ARO:3002012|CMY-1	MB-RF036|MB-RF038|MB-RF039|MB-RF041|MB-RF038|MB-RF038|MB-RF039
gb|CAA63714.1|ARO:3002364|PER-2	MB-RF034|MB-RF104
gb|CAA64682.1|ARO:3000914|TEM-45	MB-RF034|MB-RF127
gb|CAA64891.1|ARO:3000812|mtrE	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|CAA65888.1|ARO:3001043|TEM-178	MB-RF034|MB-RF127
gb|CAA66307.2|ARO:3000592|ErmN	MB-RF055|MB-RF058
gb|CAA66659.1|ARO:3000911|TEM-42	MB-RF034|MB-RF127
gb|CAA66729.1|ARO:3001070|SHV-11	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAA66730.1|ARO:3001061|SHV-2A	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAA68516.1|ARO:3002657|APH(6)-Ia	MB-RF011
gb|CAA71321.1|ARO:3001866|CTX-M-3	MB-RF034|MB-RF048
gb|CAA71322.1|ARO:3000916|TEM-47	MB-RF034|MB-RF127
gb|CAA71323.1|ARO:3000917|TEM-48	MB-RF034|MB-RF127
gb|CAA71324.1|ARO:3000918|TEM-49	MB-RF034|MB-RF127
gb|CAA71325.1|ARO:3002156|FOX-2	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|CAA71441.1|ARO:3003095|imiS	MB-RF035|MB-RF124|MB-RF035|MB-RF112|MB-RF124
gb|CAA71699.2|ARO:3001416|OXA-21	MB-RF037|MB-RF093|MB-RF097
gb|CAA71947.1|ARO:3002157|FOX-3	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|CAA71948.1|ARO:3001065|SHV-6	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAA73933.1|ARO:3000921|TEM-52	MB-RF034|MB-RF127
gb|CAA74573.1|ARO:3001867|CTX-M-4	MB-RF034|MB-RF048
gb|CAA74912.2|ARO:3000888|TEM-17	MB-RF034|MB-RF127
gb|CAA75402.1|ARO:3002015|CMY-4	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAA75663.1|ARO:3000175|tet(H)	MB-RF134|MB-RF142|MB-RF142|MB-RF134|MB-RF135|MB-RF142|MB-RF086|MB-RF135|MB-RF134
gb|CAA76382.1|ARO:3002023|CMY-12	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAA76793.1|ARO:3000891|TEM-20	MB-RF034|MB-RF127
gb|CAA76794.1|ARO:3000892|TEM-21	MB-RF034|MB-RF127
gb|CAA76795.1|ARO:3000893|TEM-22	MB-RF034|MB-RF127
gb|CAA76796.1|ARO:3000899|TEM-29	MB-RF034|MB-RF127
gb|CAA78046.1|ARO:3002701|Rhodococcus	MB-RF086|MB-RF142|MB-RF145
gb|CAA79727.1|ARO:3000191|tetQ	MB-RF143
gb|CAA79966.1|ARO:3003665|NmcR	MB-RF060
gb|CAA79967.1|ARO:3003589|NmcA	MB-RF034|MB-RF062
gb|CAA79968.1|ARO:3002363|PER-1	MB-RF034|MB-RF104
gb|CAA80304.1|ARO:3001406|OXA-11	MB-RF037|MB-RF093|MB-RF094
gb|CAA82281.1|ARO:3002379|SME-1	MB-RF034|MB-RF120
gb|CAA82916.1|ARO:3002389|OXY-1-1	MB-RF034|MB-RF102
gb|CAA88908.1|ARO:3002402|OXY-2-7	MB-RF034|MB-RF102
gb|CAA90890.1|ARO:3004761|BRO-1	MB-RF034
gb|CAA90891.1|ARO:3004762|BRO-2	MB-RF034
gb|CAA91010.1|ARO:3002559|AAC(6')-Ip	MB-RF004|MB-RF011
gb|CAB12108.2|ARO:3003059|tmrB	MB-RF060|MB-RF107
gb|CAB13166.1|ARO:3003063|ykkC	MB-RF006|MB-RF086
gb|CAB13167.1|ARO:3003064|ykkD	MB-RF006|MB-RF086
gb|CAB14620.1|ARO:3002627|aadK	MB-RF011|MB-RF012|MB-RF016
gb|CAB36900.1|ARO:3002018|CMY-7	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAB36902.1|ARO:3002017|CMY-6	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAB37325.2|ARO:3001074|SHV-15	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAB37345.2|ARO:3004592|erm(32)	MB-RF060|MB-RF109
gb|CAB42614.1|ARO:3002399|OXY-2-4	MB-RF034|MB-RF102
gb|CAB42615.1|ARO:3002394|OXY-1-6	MB-RF034|MB-RF102
gb|CAB46491.1|ARO:3001815|ACC-1	MB-RF036|MB-RF038
gb|CAB50867.1|ARO:3002016|CMY-5	MB-RF040|MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAB51471.1|ARO:3004359|ACI-1	MB-RF034
gb|CAB55427.1|ARO:3004775|CME-1	MB-RF034
gb|CAB60001.1|ARO:3000326|ErmE	MB-RF055|MB-RF058
gb|CAB61635.1|ARO:3004788|FONA-1	MB-RF048|MB-RF034
gb|CAB61637.1|ARO:3004789|FONA-2	MB-RF048|MB-RF034
gb|CAB61639.1|ARO:3004790|FONA-3	MB-RF048|MB-RF034
gb|CAB61641.1|ARO:3004791|FONA-4	MB-RF048|MB-RF034
gb|CAB61643.1|ARO:3004792|FONA-5	MB-RF048|MB-RF034
gb|CAB61645.1|ARO:3004793|FONA-6	MB-RF048|MB-RF034
gb|CAB65358.1|ARO:3000939|TEM-73	MB-RF034|MB-RF127
gb|CAB75346.1|ARO:3000582|L1	MB-RF035|MB-RF068|MB-RF125
gb|CAB77444.1|ARO:3003847|ADC-1	MB-RF036
gb|CAB82578.1|ARO:3002183|MOX-2	MB-RF036|MB-RF038|MB-RF039|MB-RF041|MB-RF038|MB-RF039
gb|CAB89086.1|ARO:3002158|FOX-4	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|CAB92324.1|ARO:3000935|TEM-68	MB-RF034|MB-RF127
gb|CAB94707.1|ARO:3002193|IMP-2	MB-RF035|MB-RF063|MB-RF123
gb|CAB96921.1|ARO:3000606|FEZ-1	MB-RF035|MB-RF125
gb|CAC04522.1|ARO:3002514|OCH-1	MB-RF038|MB-RF046|MB-RF036
gb|CAC14594.1|ARO:3003055|smeD	MB-RF006|MB-RF072|MB-RF086|MB-RF108
gb|CAC14595.1|ARO:3003056|smeE	MB-RF006|MB-RF008|MB-RF072|MB-RF086|MB-RF108
gb|CAC14596.1|ARO:3003057|smeF	MB-RF006|MB-RF009|MB-RF072|MB-RF086|MB-RF108
gb|CAC17622.1|ARO:3002515|OCH-2	MB-RF038|MB-RF046|MB-RF036
gb|CAC17623.1|ARO:3002516|OCH-3	MB-RF038|MB-RF046|MB-RF036
gb|CAC17624.1|ARO:3002517|OCH-4	MB-RF038|MB-RF046|MB-RF036
gb|CAC17625.1|ARO:3002518|OCH-5	MB-RF038|MB-RF046|MB-RF036
gb|CAC17626.1|ARO:3002519|OCH-6	MB-RF038|MB-RF046|MB-RF036
gb|CAC17627.1|ARO:3002520|OCH-7	MB-RF038|MB-RF046|MB-RF036
gb|CAC33832.1|ARO:3000851|THIN-B	MB-RF035|MB-RF125
gb|CAC35728.1|ARO:3001424|OXA-29	MB-RF037|MB-RF093|MB-RF096
gb|CAC41008.1|ARO:3004041|Klebsiella	MB-RF006|MB-RF086|MB-RF072|MB-RF081|MB-RF108
gb|CAC43229.1|ARO:3000952|TEM-85	MB-RF034|MB-RF127
gb|CAC43230.1|ARO:3000953|TEM-86	MB-RF034|MB-RF127
gb|CAC67290.1|ARO:3000962|TEM-95	MB-RF034|MB-RF127
gb|CAC80727.1|ARO:3000476|tet(31)	MB-RF086|MB-RF132|MB-RF142
gb|CAC83905.2|ARO:3001612|OXA-51	MB-RF037|MB-RF093|MB-RF101
gb|CAC85660.1|ARO:3000960|TEM-93	MB-RF034|MB-RF127
gb|CAC85661.1|ARO:3000961|TEM-94	MB-RF034|MB-RF127
gb|CAC86410.1|ARO:3000599|Erm(33)	MB-RF055|MB-RF056|MB-RF058
gb|CAC87665.1|ARO:3000855|CAU-1	MB-RF025|MB-RF035|MB-RF125
gb|CAC95175.1|ARO:3001882|CTX-M-20	MB-RF034|MB-RF048
gb|CAC99773.1|ARO:3003770|Listeria	MB-RF060|MB-RF087
gb|CAD08929.1|ARO:3001883|CTX-M-21	MB-RF034|MB-RF048
gb|CAD09800.1|ARO:3000873|TEM-1	MB-RF034|MB-RF127
gb|CAD12227.2|ARO:3000478|tet(33)	MB-RF086|MB-RF142
gb|CAD12765.1|ARO:3002203|IMP-12	MB-RF035|MB-RF063|MB-RF123
gb|CAD24670.1|ARO:3000900|TEM-30	MB-RF034|MB-RF127
gb|CAD31707.1|ARO:3002691|Salmonella	MB-RF086|MB-RF142|MB-RF145
gb|CAD32564.1|ARO:3001769|OXA-42	MB-RF037|MB-RF093|MB-RF096
gb|CAD32565.1|ARO:3001770|OXA-43	MB-RF037|MB-RF093|MB-RF096
gb|CAD37801.1|ARO:3003793|SPM-1	MB-RF035|MB-RF122|MB-RF123
gb|CAD53575.1|ARO:3002531|AAC(3)-Ic	MB-RF002|MB-RF003|MB-RF011
gb|CAD55718.1|ARO:3000197|tet36	MB-RF143
gb|CAD58780.1|ARO:3001794|OXA-45	MB-RF037|MB-RF093|MB-RF096
gb|CAD60968.1|ARO:3004819|HERA-4	MB-RF034
gb|CAD60969.1|ARO:3004820|HERA-5	MB-RF034
gb|CAD60970.1|ARO:3004821|HERA-6	MB-RF034
gb|CAD60972.1|ARO:3004822|HERA-8	MB-RF034
gb|CAD61201.1|ARO:3002277|VIM-7	MB-RF035|MB-RF123|MB-RF160
gb|CAD69003.1|ARO:3003094|imiH	MB-RF035|MB-RF124|MB-RF035|MB-RF112|MB-RF124
gb|CAD70268.1|ARO:3002704|fexA	MB-RF086|MB-RF142|MB-RF145
gb|CAD70280.1|ARO:3001890|CTX-M-28	MB-RF034|MB-RF048
gb|CAD80251.1|ARO:3002204|IMP-13	MB-RF035|MB-RF063|MB-RF123
gb|CAD88477.1|ARO:3002026|CMY-15	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAD88479.1|ARO:3002025|CMY-14	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAD89606.1|ARO:3001894|CTX-M-32	MB-RF034|MB-RF048
gb|CAD91341.1|ARO:3004675|aphA15	MB-RF011|MB-RF018
gb|CAD99181.1|ARO:3001893|CTX-M-31	MB-RF034|MB-RF048
gb|CAE00827.1|ARO:3003851|ADC-5	MB-RF036
gb|CAE18141.1|ARO:3003111|lsaB	MB-RF006
gb|CAE48334.1|ARO:3002207|IMP-16	MB-RF035|MB-RF063|MB-RF123
gb|CAE48335.2|ARO:3002599|AAC(6')-30/AAC(6')-Ib'	MB-RF011|MB-RF012|MB-RF014|MB-RF004|MB-RF011
gb|CAE50925.1|ARO:3002589|AAC(6')-Iid	MB-RF004|MB-RF011
gb|CAE50926.1|ARO:3002590|AAC(6')-Iih	MB-RF004|MB-RF011
gb|CAE51638.1|ARO:3002641|APH(3')-Ia	MB-RF011|MB-RF018
gb|CAF05908.1|ARO:3000845|GIM-1	MB-RF051|MB-RF035|MB-RF050|MB-RF051|MB-RF053|MB-RF123|MB-RF035|MB-RF050|MB-RF123|MB-RF053
gb|CAF74882.1|ARO:3001771|OXA-57	MB-RF037|MB-RF093|MB-RF096
gb|CAG15145.1|ARO:3001772|OXA-59	MB-RF037|MB-RF093|MB-RF096
gb|CAG25427.1|ARO:3000999|TEM-135	MB-RF034|MB-RF127
gb|CAG25812.2|ARO:3002418|OKP-A-1	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAG25813.2|ARO:3002434|OKP-B-1	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAG25814.1|ARO:3002463|LEN-13	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAG25815.2|ARO:3002419|OKP-A-2	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAG25817.1|ARO:3002462|LEN-12	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAG25831.1|ARO:3002445|OKP-B-12	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118
gb|CAG25835.1|ARO:3002458|LEN-8	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAG25836.1|ARO:3002457|LEN-7	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAG27800.1|ARO:3003203|TLA-2	MB-RF034|MB-RF159
gb|CAG28256.1|ARO:3002160|FOX-7	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|CAG28417.1|ARO:3001956|CTX-M-96	MB-RF034|MB-RF048
gb|CAG34105.1|ARO:3000993|TEM-129	MB-RF034|MB-RF127
gb|CAG34107.1|ARO:3002400|OXY-2-5	MB-RF034|MB-RF102
gb|CAH03679.1|ARO:3002027|CMY-16	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|CAH10847.1|ARO:3002620|aadA23	MB-RF011|MB-RF012|MB-RF014
gb|CAH14032.1|ARO:3004099|LpeA	MB-RF006|MB-RF072|MB-RF086|MB-RF108
gb|CAH14033.1|ARO:3004100|LpeB	MB-RF006|MB-RF072|MB-RF084|MB-RF086|MB-RF108
gb|CAH35802.1|ARO:3002983|amrB	MB-RF006|MB-RF008|MB-RF072|MB-RF086|MB-RF108
gb|CAH35803.1|ARO:3002982|amrA	MB-RF006|MB-RF072|MB-RF086|MB-RF108
gb|CAH69530.1|ARO:3001798|OXA-74	MB-RF037|MB-RF093|MB-RF094
gb|CAI10727.2|ARO:3001111|SHV-55	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAI29263.1|ARO:3000994|TEM-130	MB-RF034|MB-RF127
gb|CAI30650.2|ARO:3001116|SHV-61	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAI30651.2|ARO:3001117|SHV-62	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAI43413.1|ARO:3002390|OXY-1-2	MB-RF034|MB-RF102
gb|CAI43414.1|ARO:3002396|OXY-2-1	MB-RF034|MB-RF102
gb|CAI43417.1|ARO:3002411|OXY-5-1	MB-RF034|MB-RF102
gb|CAI43419.1|ARO:3002412|OXY-5-2	MB-RF034|MB-RF102
gb|CAI43422.1|ARO:3002413|OXY-6-1	MB-RF034|MB-RF102
gb|CAI43424.1|ARO:3002415|OXY-6-3	MB-RF034|MB-RF102
gb|CAI43425.1|ARO:3002416|OXY-6-4	MB-RF034|MB-RF102
gb|CAI57696.1|ARO:3002614|aadA14	MB-RF011|MB-RF012|MB-RF014
gb|CAI76927.1|ARO:3001071|SHV-12	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ13568.1|ARO:3004704|aadA8b	MB-RF011|MB-RF012|MB-RF014
gb|CAJ17558.1|ARO:3001007|TEM-144	MB-RF034|MB-RF127
gb|CAJ19599.1|ARO:3002420|OKP-A-3	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19601.1|ARO:3002421|OKP-A-4	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19602.1|ARO:3002422|OKP-A-5	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19603.1|ARO:3002423|OKP-A-6	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118
gb|CAJ19605.1|ARO:3002424|OKP-A-7	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118
gb|CAJ19606.1|ARO:3002425|OKP-A-8	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118
gb|CAJ19607.1|ARO:3002426|OKP-A-9	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118
gb|CAJ19608.1|ARO:3002427|OKP-A-10	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118
gb|CAJ19610.1|ARO:3002435|OKP-B-2	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19611.1|ARO:3002436|OKP-B-3	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19612.1|ARO:3002437|OKP-B-4	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19615.1|ARO:3002440|OKP-B-7	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19616.1|ARO:3002441|OKP-B-8	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19618.1|ARO:3002442|OKP-B-9	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19619.1|ARO:3002443|OKP-B-10	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ19620.1|ARO:3002444|OKP-B-11	MB-RF034|MB-RF113|MB-RF114|MB-RF115|MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF117|MB-RF119|MB-RF034|MB-RF113|MB-RF117|MB-RF118|MB-RF114
gb|CAJ28994.1|ARO:3001822|ACT-2	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF044|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF043|MB-RF036
gb|CAJ32371.1|ARO:3001138|SHV-84	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ32372.1|ARO:3001015|TEM-148	MB-RF034|MB-RF127
gb|CAJ32373.2|ARO:3002262|IND-6	MB-RF035|MB-RF065|MB-RF123
gb|CAJ32491.1|ARO:3002622|aadA6/aadA10	MB-RF011|MB-RF012|MB-RF014
gb|CAJ32502.1|ARO:3002274|VIM-4	MB-RF035|MB-RF123|MB-RF160
gb|CAJ32504.1|ARO:3002606|aadA6	MB-RF011|MB-RF012|MB-RF014
gb|CAJ47126.2|ARO:3001125|SHV-71	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47127.2|ARO:3001126|SHV-72	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47128.2|ARO:3001127|SHV-73	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47129.2|ARO:3001128|SHV-74	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47130.2|ARO:3001129|SHV-75	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47131.2|ARO:3001130|SHV-76	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|CAJ47132.2|ARO:3001131|SHV-77	MB-RF034|MB-RF113|MB-RF114|MB-RF115
